"abstractId","title","publisher","abstract","pmid","year","month"
"749","Early-stage chronic kidney disease, insulin resistance, and osteoporosis as risk factors of sarcopenia in aged population: the fourth Korea National Health and Nutrition Examination Survey (KNHANES IV), 2008-2009.","Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA","UNLABELLED: Sarcopenia means the progressive loss of skeletal muscle mass and strength with aging. In this study, we found that insulin resistance, chronic kidney disease stage 3, and osteoporosis at the femur neck were closely associated with sarcopenia in elderly men. These conditions modified to slow down the progression of sarcopenia.<br />INTRODUCTION: Sarcopenia is known to have multiple contributing factors; however, its modifiable risk factors have not yet been determined. The aim of this study was to identify the most influential and modifiable risk factors for sarcopenia in elderly.<br />METHODS: This was a population-based, cross-sectional study using data from the Fourth Korea National Health and Nutrition Examination Survey (KNHANES IV), 2008-2009. This study included 940 men and 1,324 women aged 65Â years and older who completed a body composition analysis using dual-energy X-ray absorptiometry. Sarcopenia was defined as an appendicular skeletal muscle mass divided by height(2) of less than 1Â standard deviation below the sex-specific mean for a younger reference group.<br />RESULTS: Using univariate analysis, age, body mass index (BMI), homeostasis model assessment for insulin resistance (HOMA-IR), limitations in daily activities, regular exercise, high-risk drinking, family income, osteoporosis, daily energy, and protein intake were associated with sarcopenia in men; age, BMI, limitations in daily activities, regular exercise, occupation, osteoporosis at the total hip, and daily energy intake were associated with sarcopenia in women. In the multivariate logistic regression analysis, HOMA-IR â‰¥2.5 (odds ratio [OR] for sarcopenia, 2.27; 95Â % confidence interval [CI], 1.21-4.25), chronic kidney disease stage 3 (OR, 3.13; 95Â % CI, 1.14-8.61), and osteoporosis at the femur neck (OR, 6.83; 95Â % CI, 1.08-43.41) were identified as risk factors for sarcopenia in men.<br />CONCLUSIONS: Insulin resistance, chronic kidney disease, and osteoporosis at the femur neck should be modified to prevent the acceleration of skeletal muscle loss in elderly men.","24846317","2014","9"
"750","Severe Acute Pancreatitis with Complicating Colonic Fistula Successfully Closed Using the Over-the-Scope Clip System.","Case reports in gastroenterology","A 44-year-old man presenting to our hospital emergency room with abdominal pain was hospitalized for hyperlipidemic acute pancreatitis. A pig-tail catheter was placed percutaneously to drain an abscess on day 22. Although the abscess improved gradually and good clinical progress was seen, pancreatic duct disruption was strongly suspected and endoscopic retrograde cholangiopancreatography was performed on day 90. An endoscopic nasopancreatic drainage tube was placed, but even with concurrent use of a somatostatin analogue, treatment was ineffective. Surgical treatment was elected, but was subsequently postponed as the abscess culture was positive for extended-spectrum Î²-lactamase-producing Escherichia coli and methicillin-resistant Staphylococcus aureus. Drainage tubography showed a small fistula of the colon at the splenic flexure on day 140. Colonoscopy was performed on day 148. After indigo carmine had been injected, a fistula into the splenic flexure of the colon showed blue staining. The over-the-scope clip (OTSC) system was used to seal the fistula and complete closure was shown. A liquid diet was started on day 159 and was smoothly upgraded to a full diet. Following removal of the pancreatic stent on day 180, drainage volume immediately decreased and the percutaneous drain was removed. On day 189, computed tomography showed no exacerbation of the abscess and the patient was discharged on day 194. This case of colonic fistula caused by severe acute pancreatitis was successfully treated using the OTSC system, avoiding the need for an open procedure.","23904844","2013","5"
"751","Placement of a duodenal stents bridge the duodenal papilla may predispose to acute pancreatitis.","Hepato-gastroenterology","BACKGROUND/AIMS: To retrospective evaluate the incidence, predictive factors, and management of acute pancreatitis after placement of duodenal stent in patients with malignant gastroduodenal obstruction.<br />METHODOLOGY: Among 242 patients with symptomatic malignant gastroduodenal obstruction successfully treated with duodenal stent placement, acute pancreatitis occurred in 10 (4.1%) of the patients 1-7 days after stent placement. The variables were analyzed. Univariate and multivariate analysis was performed to evaluate factors predictive of acute pancreatitis. Management of acute pancreatitis also was evaluated.<br />RESULTS: All patients with acute pancreatitis were presented with abdominal pain and distention with vomiting 1-7 days after stent placement, in which 7 patients developed acute janudice. Four patients were cured by fasting and intravenous nutrition, and the remaining 6 cases were managed with percutaneous cholangiography and drain placement (PTCD). Univariate analysis showed acute pancreatitis was associated with location in the descending duodenum (p = 0.001) and stent bridge the duodenal papilla (p < 0.001). Multivariate analysis exhibited that the presence of stent bridged the duodenal papilla (odds ratio (OR), 18.48; 95% CI, 2.298-148.48; p = 0.006) was independent predictors of acute pancreatitis.<br />CONCLUSIONS: Acute pancreatitis is an uncommon early complication of placement of duodenal stents in patients with malignant gastroduodenal obstruction. Acute pancreatitis occurred most commonly in descending duodenum, and in patients with stent bridged the duodenal papilla. Stent bridged the duodenal papilla may be the most important predictors for acute pancreatitis. Acute pancreatitis can be managed conservatively or by PTCD when developed to acute jaundice.","24901165",\N,\N
"752","A phase IIA randomized, placebo-controlled clinical trial to study the efficacy and safety of the selective androgen receptor modulator (SARM), MK-0773 in female participants with sarcopenia.","The journal of nutrition, health & aging","BACKGROUND: Sarcopenia, the age-related loss of muscle mass [defined as appendicular LBM/Height2 (aLBM/ht2) below peak value by>1SD], strength and function, is a major contributing factor to frailty in the elderly. MK-0773 is a selective androgen receptor modulator designed to improve muscle function while minimizing effects on other tissues.<br />OBJECTIVES: The primary objective of this study was to demonstrate an improvement in muscle strength and lean body mass (LBM) in sarcopenic frail elderly women treated with MK-0773 relative to placebo.<br />DESIGN: This was a randomized, double-blind, parallel-arm, placebo-controlled, multicenter, 6-month study. Participants were randomized in a 1:1 ratio to receive either MK-0773 50mg b.i.d. or placebo; all participants received Vitamin D and protein supplementation.<br />SETTING: General community.<br />PARTICIPANTS: 170 Women aged â‰¥65 with sarcopenia and moderate physical dysfunction.<br />MEASUREMENTS: Dual energy X-ray absorptiometry, muscle strength and power, physical performance measures.<br />RESULTS: Participants receiving MK-0773 showed a statistically significant increase in LBM from baseline at Month 6 vs. placebo (p<0.001). Participants receiving both MK-0773 and placebo showed a statistically significant increase in strength from baseline to Month 6, but the mean difference between the two groups was not significant (p=0.269). Both groups showed significant improvement from baseline at Month 6 in physical performance measures, but there were no statistically significant differences between participants receiving MK-0773 and placebo. A greater number of participants experienced elevated transaminases in the MK-0773 group vs. placebo, which resolved after discontinuation of study therapy. MK-0773 was generally well-tolerated with no evidence of androgenization.<br />CONCLUSIONS: The MK-0773-induced increase in LBM did not translate to improvement in strength or function vs. placebo. The improvement of strength and physical function in the placebo group could be at least partly attributed to protein and vitamin D supplementation.","23732550","2013",\N
"753","[Checklist of fishes of Yunnan].","Dong wu xue yan jiu = Zoological research / \"Dong wu xue yan jiu\" bian ji wei yuan hui bian ji","Based on extant literatures and taking into accounts updated results of taxonomy and phylogeny, we have updated this checklist of fishes present in Yunnan, including the number of taxa and drainage areas. As of 2013, there were 13 orders, 42 families, 198 genera and 620 valid species recorded in Yunnan Province, of which 586 were native species, 34 alien species, 254 species endemic to Yunnan, and 152 species only occuring in Yunnan within China. The number of species in Yunnan accounts for 39.17% of China's total fish species (of which there are 1 583 recorded freshwater fish species according to data present in Fishbase), and of these 6 families and 66 genera only occur in Yunnan. The number of fish species of the six major drainages in Yunnan were as follows: 202 in Pearl River, 183 in Lancangjiang River (upper Mekong), 142 in Jinshajiang River (upper Yangtze), 120 in Red River, 84 in Irrawaddy Drainage, 77 in Nujiang-Salween Drainage. There are also 99 endangered species of fish occurring in Yunnan, among them 23 species protected by the national and/or the provincial government, including 2 species of national key protected animal class one, 4 species of national key protected animal class two, 17 species of Yunnan provincial protected animal. Totally, 43 species were listed in China Red Data Book of Endangered Animals, Pisces; 73 species were listed in China Species Red List Vol. 1; 50 species were listed in endangered categories of IUCN Red List; and 3 species were listed in the Appendix 2 of CITES. The Chinese name, Latin name, synomyns, distribution and literatures of the 620 species of fishes in Yunnan are listed.","23913883","2013","8"
"754","The association of low serum alanine aminotransferase activity with mortality in the US population.","American journal of epidemiology","Elevated alanine aminotransferase (ALT) activity, an important marker of liver injury, has been associated inconsistently with higher mortality. We evaluated whether persons with nonelevated ALT levels are the most appropriate comparison group by examining the relationships of low ALT with mortality and body composition in the US National Health and Nutrition Examination Survey (NHANES). In NHANES 1988-1994, the mortality risk of persons in ALT deciles 1, 2, 3, and 10 was compared with that of persons in deciles 4-9 (mortality was relatively flat across these deciles) over an 18-year period (through 2006) among 14,950 viral-hepatitis-negative adults. In NHANES 1999-2006, low ALT was evaluated in association with dual-energy x-ray absorptiometry body composition measures among 15,028 adults. Multivariate-adjusted mortality was higher for decile 1 (hazard ratio (HR) = 1.42, 95% confidence interval (CI): 1.24, 1.63), decile 2 (HR = 1.27, 95% CI: 1.06, 1.53), and decile 3 (HR = 1.25, 95% CI: 1.04, 1.50) and nonsignificantly higher for decile 10 (HR = 1.21, 95% CI: 0.91, 1.61) than for deciles 4-9. Adjusted appendicular lean mass was decreased among the lowest ALT deciles. In the US population, low ALT was associated with higher mortality risk, possibly attributable to decreased appendicular lean mass. For mortality studies of elevated ALT levels, the most appropriate comparison group is persons in the middle range of ALT rather than all persons with nonelevated ALT.","24071009","2013","12"
"755","Conservative management of accessory spleen torsion in children.","Minerva pediatrica","Accessory spleen torsion is very rare condition especially in children. The aim of this study is to report the conservative treatment option. In April 2009 we observed a 10-year-old child affected by hereditary spherocytosis who reported acute abdominal pain without fever or vomiting. At hospitalization all blood tests were within normal value. Abdominal ultrasounds showed an increase in spleen volume and a solid round-shaped hypoechogenic formation with hyperechogenic areas in the lower pole without vascolarisation on color-Doppler scan. These findings suggested torsion of the accessory spleen. We opted for a conservative approach: analgesics on demand and antibiotics. After a week symptoms resolved spontaneously and patient was discharged in good health conditions. Follow-up ultrasound scans were performed at one week, three-six months and one year after hospitalization and showed a progressive reduction of the dimensions of the solid round-shaped formation. Accessory spleen torsion needs to be added to the differential diagnosis of cases of acute abdomen in children. Ultrasounds with eco-color-Doppler scans seem to be the best option for the diagnosis of such condition in the pediatric age since other diagnostic methods are more invasive and require sedation of patients. Once accessory spleen torsion is correctly diagnosed it is possible to opt for its conservative treatment.","24051978","2013","8"
"756","Effectiveness of traditional Japanese herbal (kampo) medicine, daiobotanpito, in combination with antibiotic therapy in the treatment of acute diverticulitis: a preliminary study.","Evidence-based complementary and alternative medicine : eCAM","In traditional Japanese herbal (Kampo) medicine, daiobotanpito (DBT) or Da Huang Mu Dan Tang in Chinese has been used in medical treatment of acute diverticulitis for many years based on the experience. Our aim was to investigate whether the treatment of acute diverticulitis can be treated with intravenous antibiotics plus orally administrated DBT than intravenous antibiotics alone. A retrospective nonrandomized open-label trial was established to compare patients with acute diverticulitis who received oral DBT associated with intravenous antibiotics with those who received intravenous antibiotic alone. We included 34 patients, eleven patients in group 1 with DBT and 23 patients in group 2 without DBT. Both groups were comparable in patient demographics and clinical characteristics. There was a significantly better outcome in the group treated with DBT than in the group without DBT when comparing duration of fever, abdominal pain, and antibiotics administration. A trend toward a day shorter mean hospital stay and fasting was seen in group 1, although this did not reach statistical significance. In conclusion, most patients with acute diverticulitis can be managed safely with oral DBT. Although randomized, double-blind study must be done, we could show the possibility to use daiobotanpito as an additional option in treating acute diverticulitis.","24078823","2013",\N
"757","[The clinical patterns and RET proto-oncogene identification of pheochromocytoma in 13 multiple endocrine neoplasia type 2A pedigrees].","Zhonghua yi xue za zhi","OBJECTIVE: To explore the clinical patterns and clinical significance for RET screening in adrenal pheochromocytoma (PHEO) associated with multiple endocrine neoplasia type 2A (MEN2A).<br />METHODS: The clinical data of 32 PHEO patients with MEN2A from 13 unrelated MEN2A pedigrees from August 1989 to January 2013 were analyzed. The comprehensive medical data included systemic examinations and germline RET gene screening.<br />RESULTS: Among 68 patients belonging to 13 MEN2A families, 32 (47.1%) presented with PHEO. There were 19 males and 13 females with a mean age of (41 Â± 12) years. And the mean maximum diameter of PHEO was (4.6 Â± 2.2) cm. The diagnosis of PHEO was made after medullary thyroid carcinoma (n = 12, 37.5%), simultaneously (n = 12, 37.5%), initially (n = 7, 21.9%) and death during appendectomy for PHEO-induced hypertensive crisis (n = 1, 3.1%). The diagnosis of PHEO was made before (n = 22) or after (n = 10) clinical screening. The former had 12 symptomatic cases while the latter only 1 case (12/22 vs 1/10, P = 0.024).Except for 5 asymtomatic fatal cases during non-PHEO operations, bilateral PHEO was found in 17 cases including 3 unilaterally treated cases developing another PHEO in contralateral adrenal with a lag period of 5, 10 and 17 years. There were 7 symptomatic patients in bilateral cases versus 6 in unilateral cases (7/17 vs 6/10, P = 0.440). Twenty-five patients underwent PHEO surgery: laparascopic approach in 14 cases (8 with bilateral simultaneous adrenalectomy) and open approach in 11 (2 with bilateral simultaneous adrenalectomy). And 10 patients undergoing bilateral adrenal-sparing operations or adrenalectomy required hormonal replacement therapy. During a mean observation period of 72 (1-282) months, no local recurrence, distant metastasis or Addisonian crisis were noted in 25 cases (contralateral relapse in 3 cases). Among them, 2 cases developed adrenocortical insufficiency unresponsive to an adjustment of hormonal doses.RET screening showed 4 recurrent missense substitutions in 32 MEN2A-PHEO patients: p. C634Y exon 11 (n = 27, 84.4%), p. C634R exon 11 (n = 3, 9.4%), p. C634F exon 11 (n = 1, 3.1%) and p. C618R exon 10 (n = 1, 3.1%).<br />CONCLUSIONS: The mutations of RET proto-oncognene of PHEO in MEN2A are frequently located at codon 634. A combination of pedigree examination and RET gene screening may facilitate an early diagnosis and early treatment of asymptomatic PHEO patients in MEN2A.Laparoscopic cortical-sparing adrenalectomy for preserving adrenocortical function is a preferred surgical approach.","24169328","2013","7"
"758","A trial placement of a prophylactic ureteral catheter during the excision of a huge pelvic mass with incidental cystotomy.","Central European journal of urology","Ureteral injuries are one of the major complications following gynecologic surgeries. They are serious, troublesome, often associated with significant morbidity, and are one of the most common causes for legal action against gynecologic surgeons. The reported rates of injury depend on the vigilance of diagnosis, type of surgery and other risk factors. We present a case of a 48 year old obese Caucasian female with no significant past medical history who came in with back pain and progressive abdominal swelling for the past three months and was found to have a very large pelvic mass. After preoperative evaluation, including: medical history, physical exam, and imaging studies showing a heterogenous mass 24.6 x 33.0 x 43.1, we predicted that the risk of urinary tract injuries was very high. We used preoperative prophylactic bilateral ureteral catheters to prevent injury. A surgical oncologist was consulted and an exploratory laparotomy was performed with removal of the large multi-lobulated pelvic mass + total abdominal hysterectomy, bilateral salpingo-oophorectomy, and appendectomy all performed at the same time. Patient had an incidental cystotomy during the procedure, which was repaired intra-operatively. The ureters remained intact with no injuries. The importance of thorough preoperative identification, evaluation and anticipation of ureteral injuries will be discussed in detail.","24707391","2013",\N
"759","Retroperitoneal abscess shortly after chemotherapy for lung cancer: A case report.","Molecular and clinical oncology","To the best of our knowledge, the formation of a retroperitoneal abscess due to acute appendicitis shortly after administration of chemotherapy for lung cancer has not been previously reported. This is the case report of a 59-year-old male who was admitted to the Mito Medical Center (Mito, Japan) and diagnosed with lung adenocarcinoma with pleuritis carcinomatosis. Although no distant metastasis was identified, combination chemotherapy with cisplatin and pemetrexed was administered. Nine days after initiating chemotherapy, the patient developed right lower quadrant abdominal pain and high fever. Computed tomography (CT) of the abdomen and pelvis revealed the collection of gas and fluid in the retroperitoneum adjacent to the cecum. The abscess was locally drained; however, the infection continued to spread, with subsequent development of a scrotal abscess. Consequently, appendectomy was performed. The patient recovered well and the lung adenocarcinoma was treated with additional courses of chemotherapy following the remission of the local inflammation. Retroperitoneal abscess due to acute appendicitis is an unusual finding; however, this rare complication should be considered during or shortly after chemotherapy in patients with lung cancer.","24649351","2014","3"
"760","Multidetector CT of emergent biliary pathologic conditions.","Radiographics : a review publication of the Radiological Society of North America, Inc","Various biliary pathologic conditions can lead to acute abdominal pain. Specific diagnosis is not always possible clinically because many biliary diseases have overlapping signs and symptoms. Imaging can help narrow the differential diagnosis and lead to a specific diagnosis. Although ultrasonography (US) is the most useful imaging modality for initial evaluation of the biliary system, multidetector computed tomography (CT) is helpful when US findings are equivocal or when biliary disease is suspected. Diagnostic accuracy can be increased by optimizing the CT protocol and using multiplanar reformations to localize biliary obstruction. CT can be used to diagnose and stage acute cholecystitis, including complications such as emphysematous, gangrenous, and hemorrhagic cholecystitis; gallbladder perforation; gallstone pancreatitis; gallstone ileus; and Mirizzi syndrome. CT also can be used to evaluate acute biliary diseases such as biliary stone disease, benign and malignant biliary obstruction, acute cholangitis, pyogenic hepatic abscess, hemobilia, and biliary necrosis and iatrogenic complications such as biliary leaks and malfunctioning biliary drains and stents. Treatment includes radiologic, endoscopic, or surgical intervention. Familiarity with CT imaging appearances of emergent biliary pathologic conditions is important for prompt diagnosis and appropriate clinical referral and treatment.","24224584",\N,\N
"761","Is prosthetic repair of the abdominal wall in clean-contaminated surgical interventions possible?","Chirurgia (Bucharest, Romania : 1990)","The present study tries to provide an expressive, customized answer to the question in the title. The study relies on a ten-year experience (2000-2009), evaluated retrospectively on a group of 488 prosthetic repairs of incisional herniae, out of which 432 were performed in a clean environment and 56 cases in a clean-contaminated one. The two groups are superimposable based on the Apache score. The visceral surgical procedures associated to the surgery of the parietal defect were varied (cholecystectomy, appendectomy, enterectomy enterorrhaphy,colectomy colotomy-colorrhaphy, hysterectomy with adnexectomy). The assessment of postoperative suppurative complications showed no significant differences between the two groups (p 0.001). These results lead us to the idea of defining the indication for parietal prosthetic repair in a contaminated environment. The major factors of this decision are: the nature, the source and the amount of the septicinoculum, the duration of exposure, the intensity of the host inflammatory response (more difficult to quantify), and finally the surgical judgment. The last mentioned factor will evaluate the above-mentioned data and will take into account that not all bacterial contaminations are necessarily followed by an established infection. Thus, additional exaggerations - which would mean taking useless, ineffective precautions- as well as negative exaggerations - which would mean hazardous boldness- will be avoided.","24331326",\N,\N
"762","What surgical skills rural surgeons need to master.","Journal of the American College of Surgeons","BACKGROUND: As new technology is developed and scientific evidence demonstrates strategies to improve the quality of care, it is essential that surgeons keep current with their skills. Rural surgeons need efficient and targeted continuing medical education that matches their broader scope of practice. Developing such a program begins with an assessment of the learning needs of the rural surgeon. The aim of this study was to assess the learning needs considered most important to surgeons practicing in rural areas.<br />STUDY DESIGN: A needs assessment questionnaire was administered to surgeons practicing in rural areas. An additional gap analysis questionnaire was administered to registrants of a skills course for rural surgeons.<br />RESULTS: Seventy-one needs assessment questionnaires were completed. The self-reported procedures most commonly performed included laparoscopic cholecystectomy (n = 44), hernia repair (n = 42), endoscopy (n = 43), breast surgery (n = 23), appendectomy (n = 20), and colon resection (n = 18). Respondents indicated that they would most like to learn more skills related to laparoscopic colon resection (n = 16), laparoscopic antireflux procedures (n = 6), laparoscopic common bile duct exploration/ERCP (n = 5), colonoscopy/advanced techniques and esophagogastroscopy (n = 4), and breast surgery (n = 4). Ultrasound, hand surgery, and leadership and communication were additional topics rated as useful by the respondents. Skills course participants indicated varying levels of experience and confidence with breast ultrasound, ultrasound for central line insertion, hand injury, and facial soft tissue injury.<br />CONCLUSIONS: Our results demonstrated that surgeons practicing in rural areas have a strong interest in acquiring additional skills in a variety of general and subspecialty surgical procedures. The information obtained in this study may be used to guide curriculum development of further postgraduate skills courses targeted to rural surgeons.","24041561","2013","11"
"763","[Midgut volvulus in a 70-year-old man due to intestinal nonrotation].","The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi","Intestinal malrotation is a congenital disorder that results from the failure of normal bowel rotation and fixation during the 5th gestational week. The incidence of intestinal malrotation is <0.2%, but prompt diagnosis is important because this anomaly can cause midgut volvulus and lead to fatalities. Compared to infants presenting with acute symptoms, such as abdominal pain, vomiting, or diarrhea, adult patients complain of intermittent self-limited abdominal pain. We present a case of intestinal malrotation complicated by midgut volvulus improved with conservative care in a 70-year-old man. The diagnosis was suggested on the basis of imaging findings.","23756671","2013","5"
"764","Management of pancreatic ductal leaks and fistulae.","Journal of gastroenterology and hepatology","Pancreatic duct leaks can occur as a result of both acute and chronic pancreatitis or in the setting of pancreatic trauma. Manifestations of leaks include pseudocysts, pancreatic ascites, high amylase pleural effusions, disconnected duct syndrome, and internal and external pancreatic fistulas. Patient presentations are highly variable and range from asymptomatic pancreatic cysts to patients with severe abdominal pain and sepsis from infected fluid collections. The diagnosis can often be made by high-quality cross-sectional imaging or during endoscopic retrograde cholangiopancreatography (ERCP). Because of their complexity, pancreatic leak patients are best managed by a multidisciplinary team comprised of therapeutic endoscopists, interventional radiologists, and surgeons in the field of pancreatic interventions. Minor leaks will often resolve with conservative management while severe leaks will frequently require interventions. Endoscopic treatments for pancreatic duct leaks have replaced surgical interventions in many situations. Interventional radiologists also have the ability to offer therapeutic interventions for many leak patients. The mainstay of endotherapy for pancreatic leaks is transpapillary pancreatic duct stenting with a stent that bridges the leak if possible, but varies based on the manifestation and clinical presentation. Fluid collections that result from leaks, such as pseudocysts, can often be treated by endoscopic transluminal drainage with or without endoscopic ultrasound or by percutaneous drainage. Endoscopic interventions have been shown to be effective and have an acceptable complication rate.","24650171","2014","7"
"765","Variations in the management of asymptomatic adolescent grade 2 or 3 left varicoceles: a survey of practitioners.","Journal of pediatric urology","OBJECTIVE: Our study aims to evaluate variations in management of asymptomatic adolescent grade 2 and 3 varicoceles by pediatric urologists.<br />SUBJECTS AND METHODS: Electronic survey of all 267 current members of AAP Urology with 74 (28%) responding.<br />RESULTS: When managing patients with positive examination findings, 49% of surveyed practitioners use scrotal sonography as initial screening, while 38% use only manual orchidometry and 11% observation with serial examinations. If significant testicular size discrepancy is identified, 32% immediately intervene surgically, while 59% repeat measurements in 6-12 months. When no discrepancy is identified, 36.6% of practitioners discharge their patients with no follow-up, 22.5% refer to an infertility specialist, and 31% evaluate with semen analysis. Fifty-seven percent of practitioners have never sent patients for semen analysis; only 4% send >50% of patients. Of these, 52% and 27% analyzed semen at 17-18 years and 19-20 years, respectively, and 10% send for semen analysis at <17 years.<br />CONCLUSIONS: Our survey demonstrates that there does not appear to be a consensus among pediatric urologists managing asymptomatic grade 2 and 3 varicoceles. Better understanding of which adolescent patients with varicoceles will go on to develop male infertility is necessary to identify pediatric patients who could benefit from early intervention.","24355930","2014","6"
"766","Ultrasound assessment of acute appendicitis in paediatric patients: methodology and pictorial overview of findings seen.","Insights into imaging","UNLABELLED: Acute appendicitis is a common surgical emergency in the paediatric population. Computed tomography (CT) has been shown to have high accuracy and low operator dependence in the diagnosis of appendicitis. However, with increased concerns regarding CT usage in children, ultrasound (US) is the imaging modality of choice in patients where appendicitis is suspected. This review describes and illustrates the step-wise graded-compression technique for the visualisation of the appendix, the normal and pathological appearances of the appendix, as well as the imaging characteristics of the common differentials.<br />TEACHING POINTS: â€¢ A step-wise technique improves the chances of visualisation of the appendix. â€¢ There are often several causes for the non-visualisation of the appendix in children. â€¢ A pathological appendix has characteristic US signs, with several secondary features also identified. â€¢ There are multiple common differentials to consider in the paediatric patient.","23996381","2013","12"
"767","Single-incision laparoscopic cecectomy for low-grade appendiceal mucinous neoplasm after laparoscopic rectectomy.","World journal of gastrointestinal surgery","In this case report, we discuss single-incision laparoscopic cecectomy for low-grade appendiceal neoplasm after laparoscopic anterior resection for rectal cancer. The optimal surgical therapy for low-grade appendiceal neoplasm is controversial; currently, the options include appendectomy, cecectomy, right hemicolectomy, and open or laparoscopic surgery. Due to the risk of pseudomyxoma peritonei, complete resection without rupture is necessary. We have encountered 5 cases of low-grade appendiceal neoplasm and all 5 patients had no lymph node metastasis. We chose the appendectomy or cecectomy without lymph node dissection if preoperative imaging studies did not suspect malignancy. In the present case, we performed cecectomy without lymph node dissection by single-incision laparoscopic surgery (SILS), which is reported to be a reduced port surgery associated with decreased invasiveness and patient stress compared with conventional laparoscopic surgery. We are confident that SILS is a feasible alternative to traditional surgical procedures for borderline tumors, such as low-grade appendiceal neoplasms.","24868331","2014","5"
"768","Analysis of endoloops and endostaples for closing the appendiceal stump during laparoscopic appendectomy.","Surgery today","PURPOSE: An inadequate closure of the appendiceal stump can lead to intra-abdominal surgical site infections. The aim of this study was to assess the efficiency of different closure techniques by focusing on the intraoperative and postoperative complications versus cost.<br />METHODS: From June 2011 to June 2013, 333 patients from two different hospitals undergoing laparoscopic appendectomy were included in this study. The patients were divided into two groups based on the technique used for appendiceal stump closure: there were 104 patients in the stapler group and 229 in the loop group.<br />RESULTS: Among the 333 patients who underwent laparoscopic appendectomy, there were two (0.6%) intraoperative complications and 22 (6.6%) postoperative complications. There were no significant differences between the groups with respect to the intraoperative and postoperative complications. The length of the operation was 7 min shorter when the endoloop was used (p = 0.014). The mean costs of the operation were significantly lower when the loop was used (<euro> 554.93) compared to the stapler (<euro> 900.70) (p = 0.000).<br />CONCLUSIONS: There is no clinical evidence supporting the routine use of endoscopic staplers. The appendiceal stump can be secured safely with the use of endoloops in the majority of patients. Surgeons have to be more selective when choosing how to perform closure, and an endostapler should be used only in cases where it is clinically indicated.","24337502","2014","9"
"769","Single-incision laparoscopic appendectomy for treating appendicitis in a patient with gastrointestinal malrotation.","International journal of surgery case reports","INTRODUCTION: Intestinal malrotation is a rare congenital anomaly, and acute appendicitis associated with intestinal malrotation is extremely rare. PRESENTATION OF CASE We report a rare case of a 47-year-old Japanese woman diagnosed with barium-related perforated appendicitis associated with intestinal malrotation. We used a transumbilical single-incision laparoscopic approach to resect the appendix, and the procedure was completed successfully without perioperative complications.<br />DISCUSSION: To our knowledge, single-incision laparoscopic surgery for appendicitis associated with intestinal malrotation has not been reported yet. In cases with mobile cecum such as this one, mobilization from inflammatory adhesion of the surrounding structures is easy.<br />CONCLUSION: We conclude that transumbilical single-incision laparoscopic appendectomy is a simple and less invasive method for treating appendicitis associated with intestinal malrotation.","25048727","2014",\N
